Year,Grade,Term 1,Term 2,cumulative gpa
2019,6,1.286,1,1.143
2019,7,2.857,2.286,2.5715
2019,6,3.857,3.714,3.7855
2019,7,4,3.714,3.857
2019,8,2.857,2.429,2.643
2019,6,2.571,2.714,2.6425
2019,8,3.857,3.857,3.857
2019,8,3.286,3.143,3.2145
2019,6,3.714,3.714,3.714
2019,6,1.857,1.429,1.643
2019,6,2.714,2.429,2.5715
2019,6,2.429,2.143,2.286
2019,8,2.714,2.571,2.6425
2019,6,2.714,2.571,2.6425
2019,7,4,3.857,3.9285
2019,8,2,1.714,1.857
2019,7,2.571,3,2.7855
2019,7,3.286,3,3.143
2019,8,2.429,2.286,2.3575
2019,7,2,2.571,2.2855
2019,7,3.143,2.857,3
2019,8,2.714,2.571,2.6425
2019,7,2.714,2.857,2.7855
2019,8,2.571,2.571,2.571
2019,8,3.571,3,3.2855
2019,6,,,#DIV/0!
2019,6,3.857,3.714,3.7855
2019,8,3.714,3.429,3.5715
2019,6,3.429,3.143,3.286
2019,7,3.143,2.714,2.9285
2019,7,3.857,3.857,3.857
2019,6,3.571,3,3.2855
2019,7,3.571,3.143,3.357
2019,8,3.286,3.286,3.286
2019,8,3.143,3.571,3.357
2019,7,2.286,1.857,2.0715
2019,8,2.143,1.857,2
2019,7,3,2,2.5
2019,7,3.286,3.286,3.286
2019,6,3.571,3.429,3.5
2019,7,2.143,1.143,1.643
2019,7,3.571,3.857,3.714
2019,6,3.429,3.571,3.5
2019,7,1.429,1.429,1.429
2019,6,2.857,2.714,2.7855
2019,6,2.429,2.286,2.3575
2019,6,3.714,3.714,3.714
2019,7,3.286,2.714,3
2019,6,2.429,2,2.2145
2019,7,3.857,4,3.9285
2019,8,2.857,2.333,2.595
2019,6,3,2.857,2.9285
2019,7,2.143,2.143,2.143
2019,6,3.143,2.857,3
2019,8,1.429,1.714,1.5715
2019,8,2.429,2.714,2.5715
2019,8,2.286,2.143,2.2145
2019,7,2.571,1.857,2.214
2019,7,3.286,2.143,2.7145
2019,7,2.429,2,2.2145
2019,7,3,3.429,3.2145
2019,8,3.714,3.714,3.714
2019,6,3.571,3.286,3.4285
2019,6,3.429,3.857,3.643
2019,7,3.714,4,3.857
2019,6,4,3.571,3.7855
2019,8,3.714,3.286,3.5
2019,6,3.857,3.714,3.7855
2019,8,3.571,3.714,3.6425
2019,7,3.429,2.857,3.143
2019,6,3.571,3.286,3.4285
2019,8,3,2.286,2.643
2019,7,2.143,2.143,2.143
2019,8,,,#DIV/0!
2019,8,4,3.571,3.7855
2019,6,3.857,3.875,3.866
2019,6,2.571,2,2.2855
2019,8,2.571,2.429,2.5
2019,6,2.857,2.857,2.857
2019,7,3.429,3.143,3.286
2019,8,2.857,2.857,2.857
2019,8,3.286,,3.286
2019,6,2.857,2.286,2.5715
2019,8,2.571,2.143,2.357
2019,8,3.286,3,3.143
2019,6,4,4,4
2019,7,1.857,2,1.9285
2019,6,3.857,4,3.9285
2019,8,,,#DIV/0!
2019,7,,,#DIV/0!
2019,6,,,#DIV/0!
2019,7,4,,4
2019,6,3.571,3.286,3.4285
2019,8,3,2.571,2.7855
2019,8,1.571,1.571,1.571
2019,7,3.714,2.857,3.2855
2019,8,2.714,2,2.357
2019,6,3.714,3.714,3.714
2019,8,2.429,,2.429
2019,8,3.429,3.429,3.429
2019,8,3.143,2.857,3
2019,8,1.429,1.143,1.286
2019,7,2,2.143,2.0715
2019,7,2.857,3.429,3.143
2019,7,3,2.75,2.875
2019,8,3.571,3.857,3.714
2020,8,3.833,4,3.9165
2020,6,2.286,2.571,2.4285
2020,7,1,0.833,0.9165
2020,7,1.143,1.286,1.2145
2020,8,2.333,2,2.1665
2020,8,3,3.571,3.2855
2020,7,1.286,1.286,1.286
2020,8,0.571,1.143,0.857
2020,6,3.571,3.429,3.5
2020,7,2.833,3.143,2.988
2020,7,1.714,1.143,1.4285
2020,8,3.667,3.714,3.6905
2020,7,3.571,3.714,3.6425
2020,6,3.857,4,3.9285
2020,6,2.857,2.857,2.857
2020,6,3.571,3.714,3.6425
2020,7,1.833,1.429,1.631
2020,6,1.571,2.286,1.9285
2020,7,1.286,1.429,1.3575
2020,6,3,2.571,2.7855
2020,7,2.143,1.571,1.857
2020,7,0.857,1,0.9285
2020,6,3,2.143,2.5715
2020,6,3.429,3,3.2145
2020,6,2.429,1.714,2.0715
2020,7,0.714,1.571,1.1425
2020,6,3.857,3.857,3.857
2020,7,4,4,4
2020,7,3.857,3.571,3.714
2020,8,4,3.857,3.9285
2020,8,2.286,2.286,2.286
2020,6,3.286,3,3.143
2020,6,2.167,1.857,2.012
2020,7,1.286,1.143,1.2145
2020,6,3.143,3.429,3.286
2020,6,2,2,2
2020,6,4,3.429,3.7145
2020,8,1,1.167,1.0835
2020,8,3,3.143,3.0715
2020,7,0.857,0.429,0.643
2020,8,2.571,2,2.2855
2020,6,3,3.571,3.2855
2020,8,0.857,1.143,1
2020,6,2.143,1.714,1.9285
2020,8,2.429,2.857,2.643
2020,6,,,#DIV/0!
2020,8,1.857,1.429,1.643
2020,6,2.857,2.143,2.5
2020,8,1.5,1.857,1.6785
2020,8,2.333,1.857,2.095
2020,8,0.571,1.143,0.857
2020,7,3.429,3.143,3.286
2020,7,1.571,2.429,2
2020,7,2.571,1.714,2.1425
2020,8,2.571,2.286,2.4285
2020,7,3.857,3.857,3.857
2020,6,1.857,1.286,1.5715
2020,7,3.571,3.429,3.5
2020,6,2.857,3.143,3
2020,8,1.429,1.571,1.5
2020,6,3.714,3.429,3.5715
2020,8,3.714,3.429,3.5715
2020,8,0.857,0.857,0.857
2020,8,1.857,1.429,1.643
2020,8,1.571,1.571,1.571
2020,6,2,2.714,2.357
2020,8,0.429,0.286,0.3575
2020,6,1,1.429,1.2145
2020,6,0.286,0.857,0.5715
2020,7,2.143,1.429,1.786
2020,8,2,2.286,2.143
2020,7,3,1.857,2.4285
2020,6,1.333,1.714,1.5235
2020,6,1.143,1.286,1.2145
2020,7,0,0,0
2020,8,2,1.286,1.643
2020,8,,0.857,0.857
2020,7,4,2.857,3.4285
2020,6,1.143,1.429,1.286
2020,7,1.857,2,1.9285
2020,6,0.857,1.286,1.0715
2020,7,2.333,2.857,2.595
2020,6,,1.714,1.714
2020,6,1.857,1.286,1.5715
2020,8,2.286,3,2.643
2020,7,1.714,2.571,2.1425
2020,7,3.857,3.286,3.5715
2020,6,1,1,1
2020,6,1.143,1.571,1.357
2020,6,4,3.857,3.9285
2020,7,1.429,1.429,1.429
2020,8,0.857,1.143,1
2020,6,1.857,2.286,2.0715
2020,7,3.667,3.857,3.762
2020,8,2.167,1.286,1.7265
2020,7,0.571,1.143,0.857
2020,7,0.857,1,0.9285
2020,6,1.429,2.714,2.0715
2020,8,3.429,2.714,3.0715
2020,6,3.714,3.857,3.7855
2020,7,1.143,1,1.0715
2020,7,1.714,1.714,1.714
2020,6,1.571,0.714,1.1425
2020,7,0.714,0.714,0.714
2020,7,3,2.714,2.857
2020,8,1.571,1.333,1.452
2020,7,2,1.857,1.9285
2020,6,1,0.714,0.857
2020,8,3.571,3.429,3.5
2020,6,2.286,1.571,1.9285
2020,6,2,1.429,1.7145
2020,6,1.857,1.429,1.643
2020,6,3.714,3.857,3.7855
2020,6,3.714,4,3.857
2020,8,2.286,2.714,2.5
2020,6,3.571,3.571,3.571
2020,6,4,4,4
2020,6,3.571,3.429,3.5
2020,6,1.714,1.143,1.4285
2020,6,2.143,1.714,1.9285
2020,7,3,3.286,3.143
2020,6,2.857,2.429,2.643
2020,6,1.286,1.571,1.4285
2020,7,3.143,2.143,2.643
2020,8,3.143,2.286,2.7145
2020,8,0.571,0.714,0.6425
2020,8,0.143,0.571,0.357
2020,6,3.286,2.857,3.0715
2020,7,3.857,3.714,3.7855
2020,8,1.286,2.286,1.786
2020,6,3.857,4,3.9285
2020,8,2.429,2.857,2.643
2020,8,3,2.143,2.5715
2020,8,0.429,0.857,0.643
2020,8,4,4,4
2020,6,3.429,2.571,3
2020,8,,1.571,1.571
2020,8,1.714,2.143,1.9285
2020,7,2.429,2.143,2.286
2020,7,3.857,3.857,3.857
2020,7,2.667,3.143,2.905
2020,6,2,1.429,1.7145
2020,8,2.714,2.714,2.714
2020,8,1.143,1,1.0715
2020,7,0.571,0.571,0.571
2020,7,3.667,3.571,3.619
2020,6,3.429,2.714,3.0715
2020,7,1.857,1.571,1.714
2020,6,3.143,3.571,3.357
2020,7,1.857,1.714,1.7855
2020,7,2,1.857,1.9285
2020,7,2.286,3.143,2.7145
2020,8,2.286,1.857,2.0715
2020,7,2.5,2.429,2.4645
2020,6,3.429,3.143,3.286
2020,6,3.714,3.857,3.7855
2020,8,1.286,1.286,1.286
2020,7,4,3.571,3.7855
2020,8,1.857,1.286,1.5715
2020,7,1.571,1.286,1.4285
2020,8,1.429,2.714,2.0715
2020,6,4,4,4
2020,8,1,1.429,1.2145
2020,6,3.714,3.714,3.714
2020,7,3.286,3.143,3.2145
2020,6,1.833,1.429,1.631
2020,8,1.286,0.714,1
2020,6,2.143,2.143,2.143
2020,7,1.571,1.286,1.4285
2020,8,2.286,2.286,2.286
2020,8,4,4,4
2020,8,3.857,4,3.9285
2020,7,3.286,3.286,3.286
2020,8,2.429,2.143,2.286
2020,7,1.857,2.143,2
2020,8,3,2.857,2.9285
2020,6,3.429,3.571,3.5
2020,8,0.286,0.571,0.4285
2020,6,1.714,2,1.857
2020,8,0.286,1.143,0.7145
2020,7,0.857,1,0.9285
2020,8,1.571,1.5,1.5355
2020,6,2.857,2.714,2.7855
2020,7,2.286,2.429,2.3575
2020,7,2.429,1.857,2.143
2020,8,3,1.571,2.2855
2020,6,3.571,3.714,3.6425
2020,6,3.571,3.857,3.714
2020,7,2,2.429,2.2145
2020,8,0.571,0.857,0.714
2020,8,2.5,2.857,2.6785
2020,7,3.5,2.286,2.893
2020,8,3.857,3.857,3.857
2020,8,1.143,1.286,1.2145
2020,6,3,2.429,2.7145
2020,6,1.857,2.286,2.0715
2020,7,1,0.571,0.7855
2020,6,1,1.143,1.0715
2020,8,2.833,3.429,3.131
2020,7,3.857,4,3.9285
2020,8,1.714,2,1.857
2020,6,1.857,1.429,1.643
2020,6,2.429,1.857,2.143
2020,8,3.857,4,3.9285
2020,6,0,0.4,0.2
2020,6,0.429,0.571,0.5
2020,6,,1.714,1.714
2020,8,1.143,1.571,1.357
2020,6,3.429,3.714,3.5715
2020,7,0.429,1.143,0.786
2020,8,3.429,3.286,3.3575
2020,7,0.714,0.333,0.5235
2020,7,2.286,2.571,2.4285
2020,8,3.429,3.143,3.286
2020,8,2.286,2.429,2.3575
2020,8,1.571,0.571,1.071
2020,8,3.714,3.714,3.714
2020,8,3,2.857,2.9285
2020,8,1.857,1.571,1.714
2020,6,3.571,3.857,3.714
2020,8,1.857,2.286,2.0715
2020,7,1.714,1.857,1.7855
2020,7,2.857,2.286,2.5715
2020,7,3.714,3.857,3.7855
2020,7,4,4,4
2020,8,2.143,1,1.5715
2020,8,2,1.429,1.7145
2020,7,1.429,1.571,1.5
2020,7,3,3.429,3.2145
2020,8,3.5,3.714,3.607
2020,6,3.714,3.857,3.7855
2020,7,2.857,2.714,2.7855
2020,6,2.714,2.143,2.4285
2020,7,2.429,1.857,2.143
2020,6,3.571,2.429,3
2020,8,2.429,3.143,2.786
2020,6,2.714,2.286,2.5
2020,8,0.571,1,0.7855
2020,6,3.571,3.714,3.6425
2020,8,3.333,4,3.6665
2020,6,2.286,2.143,2.2145
2020,8,3.167,3.143,3.155
2020,6,4,3.143,3.5715
2020,6,4,3.857,3.9285
2020,6,4,4,4
2020,7,0.143,0.143,0.143
2020,8,0.857,1.143,1
2020,7,2.571,2.857,2.714
2020,7,2.857,2.429,2.643
2020,7,3,3.143,3.0715
2020,6,1.143,1.143,1.143
2020,8,0.429,1,0.7145
2020,7,1.857,2.286,2.0715
2020,7,2.571,2,2.2855
2020,8,0.286,1,0.643
2020,6,2.143,2.571,2.357
2020,6,3.857,3.857,3.857
2020,7,3.857,3.571,3.714
2020,6,2.714,2.143,2.4285
2020,8,0.571,0.571,0.571
2020,7,3.571,3.714,3.6425
2020,7,1,2.143,1.5715
2020,8,1.571,1.857,1.714
2020,8,1.857,1.143,1.5
2020,7,2.714,2.714,2.714
2020,7,2.571,1.571,2.071
2020,6,4,4,4
2020,8,2.143,2.429,2.286
2020,7,,2.286,2.286
2020,8,,3.286,3.286
2020,6,3.286,3.429,3.3575
2020,7,1.571,1.571,1.571
2020,7,1,1.571,1.2855
2020,6,2.571,2.143,2.357
2020,8,3,2.857,2.9285
2020,7,4,4,4
2020,8,2.571,2.857,2.714
2020,7,3.429,3.286,3.3575
2020,6,1.857,1.714,1.7855
2020,6,2,1.429,1.7145
2020,6,3.429,2.571,3
2020,8,1.286,1,1.143
2020,6,3.571,3.571,3.571
2020,6,3.857,3.571,3.714
2020,6,1.857,2,1.9285
2020,8,3.5,4,3.75
2020,6,1.571,1.714,1.6425
2020,7,2.167,2.429,2.298
2020,8,1.857,1.429,1.643
2020,7,0,0.429,0.2145
2020,7,3.571,3,3.2855
2020,6,4,3.857,3.9285
2020,8,2.714,2,2.357
2020,8,3.714,3.714,3.714
2020,8,1.429,0.857,1.143
2020,7,3,2.143,2.5715
2020,7,2.143,2.429,2.286
2020,8,1.833,1.714,1.7735
2020,8,0.286,0.571,0.4285
2020,8,4,4,4
2020,8,3.286,3.286,3.286
2020,7,1.429,1.429,1.429
2020,6,2.286,1.857,2.0715
2020,7,0.714,1,0.857
2020,7,1.143,1,1.0715
2020,6,3.143,3,3.0715
2020,8,1.857,1.143,1.5
2020,6,1.833,1.857,1.845
2020,8,1.286,2,1.643
2020,6,2.714,2.143,2.4285
2020,8,2.143,2.857,2.5
2020,6,1.571,1.714,1.6425
2020,7,1.571,2.286,1.9285
2020,6,1.714,1.714,1.714
2020,6,2.286,2.143,2.2145
2020,7,1.5,1.143,1.3215
2020,7,3,2.571,2.7855
2020,7,2.714,2.857,2.7855
2020,6,3.143,2.857,3
2020,6,2.429,2.429,2.429
2020,8,3.286,2.714,3
2020,8,2.429,2,2.2145
2020,8,3.833,3.857,3.845
2020,7,3.429,3.714,3.5715
2020,7,1.8,2,1.9
2020,8,4,3.571,3.7855
2020,7,3.714,3.571,3.6425
2020,7,4,4,4
2020,6,3.286,3.571,3.4285
2020,6,1.571,1.429,1.5
2020,6,1.286,1,1.143
2020,6,3.429,3.714,3.5715
2020,7,1.714,1.143,1.4285
2020,7,0.833,1,0.9165
2020,6,3.143,2.857,3
2020,8,3.286,2.286,2.786
2020,6,3,3.143,3.0715
2020,6,1.167,1.714,1.4405
2020,8,2,2.143,2.0715
2020,7,0.667,1.429,1.048
2020,6,3,3,3
2020,6,2,1.714,1.857
2020,8,1.857,1.143,1.5
2020,6,2.143,1.857,2
2020,6,2.857,1.857,2.357
2020,8,1.857,2.143,2
2020,6,2,2.286,2.143
2020,6,2.857,3,2.9285
2020,8,1.429,1.571,1.5
2020,8,3.714,3.857,3.7855
2020,8,1.429,1.714,1.5715
2020,7,3.286,3.571,3.4285
2020,8,2.143,3.286,2.7145
2020,6,3.714,3.286,3.5
2020,7,0.857,1.143,1
2020,8,2.667,3,2.8335
2020,6,1.571,2,1.7855
2020,7,3.571,3.571,3.571
2020,8,0.571,0.714,0.6425
2020,7,1.333,1.429,1.381
2020,7,4,1.143,2.5715
2020,8,,2.429,2.429
2020,6,1,1.714,1.357
2020,7,2.143,2.571,2.357
2020,7,3.833,3.714,3.7735
2020,6,3.857,3.857,3.857
2020,8,3.714,3.857,3.7855
2020,7,2.833,2.429,2.631
2020,6,3.286,2.571,2.9285
2020,7,2.714,2.286,2.5
2020,7,2.571,2.571,2.571
2020,6,0.5,1.286,0.893
2020,8,1.833,2.143,1.988
2020,8,3.667,2.571,3.119
2020,8,3.714,3.143,3.4285
2020,7,2.286,1.857,2.0715
2020,6,4,3.857,3.9285
2020,7,2.143,1.571,1.857
2020,6,0.286,0.143,0.2145
2020,7,3.857,3.857,3.857
2020,6,2.714,2.286,2.5
2020,8,1.429,1.286,1.3575
2020,6,3.143,2.857,3
2020,6,2.571,2.714,2.6425
2020,7,0.714,0.429,0.5715
2020,6,2.714,2.714,2.714
2020,7,3,3,3
2020,7,2.143,2.143,2.143
2020,8,0.714,1.286,1
2020,6,2.429,2.571,2.5
2020,8,4,3.857,3.9285
2020,6,3.857,4,3.9285
2020,7,3.571,3.571,3.571
2020,7,3.286,3,3.143
2020,6,1,1.571,1.2855
2020,8,3.429,3.143,3.286
2020,7,2.429,2.857,2.643
2020,6,1.571,1.286,1.4285
2020,8,3.714,3.857,3.7855
2020,6,,0.5,0.5
2020,7,3.714,4,3.857
2020,6,2.143,1.571,1.857
2020,6,3,2.571,2.7855
2020,8,1.714,1.143,1.4285
2020,8,1.857,1.571,1.714
2020,8,3.143,3.286,3.2145
2020,6,2.143,1.857,2
2020,8,3.143,2.286,2.7145
2020,6,2.857,2.286,2.5715
2020,6,4,4,4
2020,8,2.571,2.714,2.6425
2020,7,3.571,3.143,3.357
2020,7,1.143,0.429,0.786
2020,6,1.714,0.857,1.2855
2020,7,3.571,3.286,3.4285
2020,6,2.571,1.571,2.071
2020,8,2.571,2.714,2.6425
2020,7,2.167,2.143,2.155
2020,6,2,1.286,1.643
2020,7,3,3.429,3.2145
2020,7,2.143,1.857,2
2020,6,1.571,2.429,2
2020,8,0.857,1,0.9285
2020,7,3.167,3.571,3.369
2020,6,2.571,2.857,2.714
2020,8,1.857,1.429,1.643
2020,6,0,0.2,0.1
2020,7,0.429,1.143,0.786
2020,8,1,1.75,1.375
2020,7,1.714,2,1.857
2020,8,2,1.857,1.9285
2020,6,0.857,1,0.9285
2020,8,0.714,0.286,0.5
2020,6,2.429,1.429,1.929
2020,6,1.667,1.857,1.762
2020,6,0.5,0.714,0.607
2020,6,2.429,2,2.2145
2020,7,1.714,1.143,1.4285
2020,6,3.857,4,3.9285
2020,6,3.286,2.143,2.7145
2020,6,2.429,2,2.2145
2020,8,3,2.714,2.857
2020,6,1.571,1.429,1.5
2020,6,2,1.429,1.7145
2020,7,3.143,3.714,3.4285
2020,7,1.571,1.429,1.5
2020,6,4,3.571,3.7855
2020,6,2.286,1.286,1.786
2020,6,2.286,2.143,2.2145
2020,8,3.571,3.143,3.357
2020,6,3.714,3.571,3.6425
2020,7,2.571,2,2.2855
2020,8,3.143,3.286,3.2145
2020,8,3.143,3.286,3.2145
2020,6,3.571,3.429,3.5
2020,8,1.429,1.857,1.643
2020,7,,2.571,2.571
2020,6,0.714,1,0.857
2020,6,3.714,3.857,3.7855
2020,6,4,4,4
2020,6,3.143,2.429,2.786
2020,6,3.714,3.857,3.7855
2020,7,2.143,2,2.0715
2020,6,,2.429,2.429
2020,6,1.286,1.571,1.4285
2020,7,2,2.571,2.2855
2020,7,3.429,2.714,3.0715
2020,6,2.286,2.571,2.4285
2020,6,2.143,1,1.5715
2020,6,2.143,2.429,2.286
2020,8,2.286,2,2.143
2020,8,3.429,3.429,3.429
2020,7,2.286,2,2.143
2020,6,2.571,1.286,1.9285
2020,8,2.857,3.714,3.2855
2020,7,3.714,3.571,3.6425
2020,7,2.667,2.286,2.4765
2020,6,1.833,1.571,1.702
2020,6,2.143,2.571,2.357
2020,8,0.333,1,0.6665
2020,6,3.429,3.857,3.643
2020,6,1.286,1.429,1.3575
2020,7,3.857,3.714,3.7855
2020,6,0.714,0.8,0.757
2020,6,0.571,0.8,0.6855
2020,8,2.857,3.143,3
2020,7,3.286,3.571,3.4285
2020,8,1.857,1,1.4285
2020,8,2.143,1.857,2
2020,8,3.429,3.286,3.3575
2020,7,4,4,4
2020,8,2.714,2.571,2.6425
2020,7,0.667,0.857,0.762
2020,7,0.857,1.286,1.0715
2020,7,3.143,3.143,3.143
2020,7,0.571,0.857,0.714
2020,6,3,2.857,2.9285
2020,7,1.143,1,1.0715
2020,8,1.429,3.714,2.5715
2020,6,1.857,1.714,1.7855
2020,8,2.833,3,2.9165
2020,7,1.429,1.571,1.5
2020,7,2.429,2,2.2145
2020,8,1.429,1.429,1.429
2020,8,2,2.143,2.0715
2020,6,0.571,1,0.7855
2020,6,1.571,1.429,1.5
2020,8,0.571,0.571,0.571
2020,6,0.143,0,0.0715
2020,6,1.143,1.286,1.2145
2020,7,3.143,2.714,2.9285
2020,7,2.571,2.143,2.357
2020,6,2.857,2.429,2.643
2020,6,2.286,3,2.643
2020,6,3,2.714,2.857
2020,6,1.714,1.429,1.5715
2020,8,1,1.286,1.143
2020,7,2.429,2.857,2.643
2020,6,1.857,2.429,2.143
2020,8,2.714,2.143,2.4285
2020,6,2.286,1.429,1.8575
2020,6,3,2.286,2.643
2020,8,1,1.333,1.1665
2020,7,1.714,2.571,2.1425
2020,6,3,3.286,3.143
2020,7,2,1.143,1.5715
2020,7,1,1.571,1.2855
2020,7,3.167,3.429,3.298
2020,7,2.857,3.143,3
2020,7,2.571,2.571,2.571
2020,6,2.714,2.857,2.7855
2020,7,2.857,2.714,2.7855
2020,6,3.571,3.571,3.571
2020,6,3.571,3.429,3.5
2020,6,1.857,2.429,2.143
2020,8,0.5,0.333,0.4165
2020,7,3,2.714,2.857
2020,8,2.857,1.857,2.357
2020,7,2.667,2.143,2.405
2020,8,3.286,3,3.143
2020,7,2.6,1.857,2.2285
2020,7,1.857,1.857,1.857
2020,6,1,1.429,1.2145
2020,6,2.286,2.429,2.3575
2020,8,1.143,1,1.0715
2020,7,1,1.571,1.2855
2020,6,3.857,3.857,3.857
2020,7,2.143,2.429,2.286
2020,6,1.143,1,1.0715
2020,7,3,3.571,3.2855
2020,7,0.571,0.167,0.369
2020,6,2.143,1.857,2
2020,6,1.429,1.143,1.286
2020,6,1.857,2.143,2
2020,7,1.571,1.714,1.6425
2020,6,2,2,2
2020,8,1.833,2.429,2.131
2020,7,0.714,0.286,0.5
2020,7,1.286,1.429,1.3575
2020,6,1.143,1.286,1.2145
2020,8,0.857,1.714,1.2855
2020,6,1.286,1.429,1.3575
2020,8,1.286,1.571,1.4285
2020,8,1,1.571,1.2855
2020,7,1,1.714,1.357
2020,7,3,3.571,3.2855
2020,7,2.857,2.429,2.643
2020,7,1.143,2.143,1.643
2020,6,1.571,2.429,2
2020,8,2.286,2.429,2.3575
2020,7,1.167,1.143,1.155
2020,6,3.571,3.857,3.714
2020,6,,,#DIV/0!
2020,6,4,4,4
2020,8,0.571,0.286,0.4285
2020,6,1,1.286,1.143
2020,6,0.714,0.833,0.7735
2020,8,3.833,4,3.9165
2020,6,1.429,1.143,1.286
2020,6,1.857,1.143,1.5
2020,6,2.857,2.857,2.857
2020,8,0.571,0.857,0.714
2020,7,0.286,0.333,0.3095
2020,7,3.429,3.286,3.3575
2020,6,1.143,0.857,1
2020,6,1.571,1.714,1.6425
2020,8,2.571,2.857,2.714
2020,6,2.143,1.286,1.7145
2020,8,1.167,1.143,1.155
2020,6,1.429,1.286,1.3575
2020,6,2.429,2.286,2.3575
2020,8,2.857,2.714,2.7855
2020,6,3.857,3.714,3.7855
2020,7,2.857,2.857,2.857
2020,6,3,1.857,2.4285
2020,6,2.143,1.429,1.786
2020,6,3.143,2.857,3
2020,6,3.714,3.429,3.5715
2020,7,2,1,1.5
2020,6,4,4,4
2020,7,2,2.143,2.0715
2020,8,2.571,1.714,2.1425
2020,7,3.429,2.857,3.143
2020,8,1.571,1.286,1.4285
2020,6,1.571,1.857,1.714
2020,8,2,1.571,1.7855
2020,6,3.857,3.571,3.714
2020,8,3.571,3.286,3.4285
2020,7,1.714,1.286,1.5
2020,6,3.429,3.571,3.5
2020,7,3.857,3.857,3.857
2020,6,3.714,3.714,3.714
2020,7,1.571,2.143,1.857
2020,8,3.571,3.429,3.5
2020,7,3.5,3.286,3.393
2020,7,3.143,3.143,3.143
2020,6,3.286,3.286,3.286
2020,8,2.5,1.714,2.107
2020,8,1.286,1.143,1.2145
2020,6,3.143,2.286,2.7145
2020,6,3.857,3.857,3.857
2020,6,1,1.143,1.0715
2020,7,0.857,1,0.9285
2020,6,2.429,2.857,2.643
2020,7,0.5,1.429,0.9645
2020,6,3.714,3.429,3.5715
2020,7,4,4,4
2020,6,3.286,1.857,2.5715
2020,8,4,4,4
2020,6,3.571,3.429,3.5
2020,7,2.571,1.857,2.214
2020,6,2.857,1.857,2.357
2020,7,1.857,1.429,1.643
2020,7,3,2,2.5
2020,7,3.286,3,3.143
2020,8,3.429,3.571,3.5
2020,8,2.286,1.571,1.9285
2020,6,2.714,2.571,2.6425
2020,8,1.857,1.429,1.643
2020,7,0.714,0.714,0.714
2020,7,3.429,3.143,3.286
2020,8,0.286,1.2,0.743
2020,7,3.286,3.857,3.5715
2020,6,3.286,2.857,3.0715
2020,6,1.857,2,1.9285
2020,7,1.167,1.429,1.298
2020,8,1.857,1.571,1.714
2020,7,1.286,1.429,1.3575
2020,8,0.714,0.714,0.714
2020,7,0.714,0.833,0.7735
2020,6,3.857,4,3.9285
2020,7,2.143,2.571,2.357
2020,6,2.143,2.143,2.143
2020,8,1.286,1.286,1.286
2020,8,2,2.286,2.143
2020,7,0.857,1,0.9285
2020,8,3.286,4,3.643
2020,7,3.857,4,3.9285
2020,8,3.5,3.286,3.393
2020,8,0.143,0.6,0.3715
2020,8,0.429,0.143,0.286
2020,8,1,2,1.5
2020,6,3.429,3.571,3.5
2020,6,2.571,2.571,2.571
2020,7,1.857,2,1.9285
2020,6,0.667,0.857,0.762
2020,8,2.429,2.429,2.429
2020,7,3.857,4,3.9285
2020,8,2,1.857,1.9285
2020,7,2.571,2.143,2.357
2020,6,2,2,2
2020,8,2.429,1.571,2
2020,8,1.571,2.429,2
2020,7,1,1.286,1.143
2020,8,1.714,2.143,1.9285
2020,6,3.286,3.143,3.2145
2020,7,4,4,4
2020,6,2.857,2.714,2.7855
2020,8,3.833,3.857,3.845
2020,7,3.333,3.571,3.452
2020,7,3.714,3.714,3.714
2020,7,2,2.429,2.2145
2020,7,0.714,0.4,0.557
2020,6,3.143,3.143,3.143
2020,8,,4,4
2020,6,1.286,0.857,1.0715
2020,6,0.571,0.571,0.571
2020,8,2.143,1.571,1.857
2020,6,3.429,3.286,3.3575
2020,7,4,4,4
2020,7,3,2.429,2.7145
2020,6,3.429,3.571,3.5
2020,7,2.571,2.143,2.357
2020,6,2.143,1.714,1.9285
2020,6,2.143,2,2.0715
2020,7,2.571,1.714,2.1425
2020,7,1,1.429,1.2145
2020,7,2.857,2.714,2.7855
2020,7,1,1.714,1.357
2020,7,4,4,4
2020,6,3,1.714,2.357
2020,8,3,2.714,2.857
2020,8,2.286,1.714,2
2020,7,3.857,2.857,3.357
2020,8,0.833,1.286,1.0595
2020,7,3,3,3
2020,6,2.857,2.429,2.643
2020,7,1.714,1,1.357
2020,6,1.571,1.333,1.452
2020,6,1.429,0.857,1.143
2020,7,3.857,4,3.9285
2020,7,1.167,0.857,1.012
2020,6,2.429,1.714,2.0715
2020,8,0,0.286,0.143
2020,7,3.286,3.429,3.3575
2020,8,2.714,2.429,2.5715
2020,8,2.286,2.571,2.4285
2020,6,3.857,3.857,3.857
2020,7,3.571,3.571,3.571
2020,6,2.857,2.571,2.714
2020,6,0,1.5,0.75
2020,7,2.833,2.429,2.631
2020,7,2.143,1.286,1.7145
2020,7,3.429,3.857,3.643
2020,6,2.857,3.143,3
2020,8,1.857,1.857,1.857
2020,6,1.429,1.143,1.286
2020,8,3,2.857,2.9285
2020,6,1.857,1.143,1.5
2020,6,3.714,3.143,3.4285
2020,6,1.571,1.857,1.714
2020,7,1.5,1.571,1.5355
2020,8,3.429,2.857,3.143
2020,8,2,2.714,2.357
2020,7,2.143,1.571,1.857
2020,7,0.857,1,0.9285
2020,8,3.857,3.714,3.7855
